ENSG00000001167	ENSG00000066136
ENSG00000001167	ENSG00000120837
ENSG00000002016	ENSG00000002016
ENSG00000002330	ENSG00000129473
ENSG00000002330	ENSG00000171552
ENSG00000002330	ENSG00000175793
ENSG00000002822	ENSG00000164109
ENSG00000004478	ENSG00000174842
ENSG00000004487	ENSG00000117625
ENSG00000006062	ENSG00000127191
ENSG00000006062	ENSG00000131323
ENSG00000006634	ENSG00000097046
ENSG00000007255	ENSG00000054116
ENSG00000008256	ENSG00000074706
ENSG00000010810	ENSG00000050820
ENSG00000011304	ENSG00000011304
ENSG00000011304	ENSG00000077312
ENSG00000012061	ENSG00000136936
ENSG00000013016	ENSG00000110047
ENSG00000013275	ENSG00000087191
ENSG00000013275	ENSG00000101843
ENSG00000013364	ENSG00000013364
ENSG00000015285	ENSG00000115935
ENSG00000015285	ENSG00000125733
ENSG00000017797	ENSG00000144118
ENSG00000025156	ENSG00000213024
ENSG00000025800	ENSG00000273841
ENSG00000026025	ENSG00000118898
ENSG00000026025	ENSG00000123143
ENSG00000026025	ENSG00000136504
ENSG00000028528	ENSG00000129515
ENSG00000029153	ENSG00000134852
ENSG00000029725	ENSG00000168118
ENSG00000030110	ENSG00000143384
ENSG00000030110	ENSG00000171552
ENSG00000033327	ENSG00000177885
ENSG00000034693	ENSG00000162735
ENSG00000034713	ENSG00000068354
ENSG00000034713	ENSG00000081307
ENSG00000034713	ENSG00000117906
ENSG00000034713	ENSG00000161011
ENSG00000034713	ENSG00000164938
ENSG00000034713	ENSG00000168397
ENSG00000036257	ENSG00000146021
ENSG00000036257	ENSG00000160410
ENSG00000039650	ENSG00000152422
ENSG00000041357	ENSG00000101182
ENSG00000043143	ENSG00000111653
ENSG00000043462	ENSG00000100351
ENSG00000043462	ENSG00000177885
ENSG00000047579	ENSG00000104164
ENSG00000047579	ENSG00000143553
ENSG00000047579	ENSG00000182636
ENSG00000047932	ENSG00000119729
ENSG00000049245	ENSG00000103496
ENSG00000049245	ENSG00000111450
ENSG00000049759	ENSG00000113369
ENSG00000050748	ENSG00000115966
ENSG00000054116	ENSG00000167515
ENSG00000054116	ENSG00000170043
ENSG00000055332	ENSG00000180228
ENSG00000056558	ENSG00000056558
ENSG00000056558	ENSG00000127191
ENSG00000056558	ENSG00000137275
ENSG00000056972	ENSG00000175104
ENSG00000057663	ENSG00000205356
ENSG00000063244	ENSG00000077312
ENSG00000063244	ENSG00000117360
ENSG00000063244	ENSG00000135250
ENSG00000063244	ENSG00000136450
ENSG00000063244	ENSG00000160201
ENSG00000063244	ENSG00000168066
ENSG00000063244	ENSG00000179950
ENSG00000063244	ENSG00000275895
ENSG00000063978	ENSG00000103275
ENSG00000063978	ENSG00000116030
ENSG00000065135	ENSG00000169220
ENSG00000065328	ENSG00000076003
ENSG00000065427	ENSG00000106305
ENSG00000066136	ENSG00000120837
ENSG00000066427	ENSG00000179262
ENSG00000067066	ENSG00000067066
ENSG00000067066	ENSG00000094916
ENSG00000067066	ENSG00000116030
ENSG00000067066	ENSG00000122565
ENSG00000067066	ENSG00000188612
ENSG00000067560	ENSG00000141522
ENSG00000067560	ENSG00000175220
ENSG00000067606	ENSG00000102981
ENSG00000067606	ENSG00000124171
ENSG00000067955	ENSG00000159216
ENSG00000068024	ENSG00000081189
ENSG00000068024	ENSG00000108953
ENSG00000068024	ENSG00000164331
ENSG00000068028	ENSG00000104375
ENSG00000068394	ENSG00000137656
ENSG00000069329	ENSG00000122958
ENSG00000069667	ENSG00000087191
ENSG00000069956	ENSG00000089022
ENSG00000069974	ENSG00000102362
ENSG00000069974	ENSG00000142765
ENSG00000070010	ENSG00000182446
ENSG00000070423	ENSG00000109332
ENSG00000070423	ENSG00000131508
ENSG00000070423	ENSG00000204463
ENSG00000070770	ENSG00000204435
ENSG00000070778	ENSG00000102010
ENSG00000070831	ENSG00000101349
ENSG00000070831	ENSG00000124171
ENSG00000070831	ENSG00000128283
ENSG00000070831	ENSG00000149798
ENSG00000070831	ENSG00000180370
ENSG00000071051	ENSG00000198851
ENSG00000071539	ENSG00000071539
ENSG00000071539	ENSG00000124688
ENSG00000071564	ENSG00000117318
ENSG00000071564	ENSG00000125968
ENSG00000072401	ENSG00000072609
ENSG00000072401	ENSG00000080561
ENSG00000072401	ENSG00000101695
ENSG00000072401	ENSG00000101871
ENSG00000072401	ENSG00000101966
ENSG00000072401	ENSG00000121481
ENSG00000072401	ENSG00000123091
ENSG00000072401	ENSG00000157450
ENSG00000072401	ENSG00000163481
ENSG00000072401	ENSG00000167770
ENSG00000072401	ENSG00000168894
ENSG00000072401	ENSG00000186187
ENSG00000072401	ENSG00000204227
ENSG00000072401	ENSG00000204599
ENSG00000072609	ENSG00000131508
ENSG00000072832	ENSG00000092964
ENSG00000073111	ENSG00000076003
ENSG00000074201	ENSG00000100028
ENSG00000074201	ENSG00000125743
ENSG00000074201	ENSG00000125835
ENSG00000074201	ENSG00000167088
ENSG00000074219	ENSG00000137693
ENSG00000074266	ENSG00000106462
ENSG00000074266	ENSG00000108799
ENSG00000074319	ENSG00000102858
ENSG00000074319	ENSG00000138180
ENSG00000074319	ENSG00000139722
ENSG00000074319	ENSG00000148356
ENSG00000074319	ENSG00000155975
ENSG00000074319	ENSG00000160948
ENSG00000074319	ENSG00000167987
ENSG00000074319	ENSG00000185359
ENSG00000074706	ENSG00000100055
ENSG00000074706	ENSG00000105443
ENSG00000074706	ENSG00000108669
ENSG00000075142	ENSG00000075142
ENSG00000075426	ENSG00000177606
ENSG00000076003	ENSG00000076003
ENSG00000076242	ENSG00000129071
ENSG00000076604	ENSG00000158517
ENSG00000076604	ENSG00000165916
ENSG00000076924	ENSG00000084072
ENSG00000076924	ENSG00000240682
ENSG00000077092	ENSG00000143171
ENSG00000077312	ENSG00000077312
ENSG00000077348	ENSG00000120699
ENSG00000077348	ENSG00000171311
ENSG00000078043	ENSG00000103275
ENSG00000078043	ENSG00000116030
ENSG00000078061	ENSG00000126934
ENSG00000078140	ENSG00000134758
ENSG00000078140	ENSG00000136536
ENSG00000078674	ENSG00000112877
ENSG00000078814	ENSG00000115593
ENSG00000078902	ENSG00000100284
ENSG00000078902	ENSG00000141198
ENSG00000078902	ENSG00000175662
ENSG00000078967	ENSG00000080561
ENSG00000078967	ENSG00000101871
ENSG00000078967	ENSG00000123091
ENSG00000078967	ENSG00000165886
ENSG00000078967	ENSG00000186187
ENSG00000079102	ENSG00000111676
ENSG00000079246	ENSG00000196419
ENSG00000079277	ENSG00000100030
ENSG00000079387	ENSG00000116030
ENSG00000079387	ENSG00000188612
ENSG00000079999	ENSG00000161011
ENSG00000079999	ENSG00000187514
ENSG00000080561	ENSG00000080561
ENSG00000080561	ENSG00000101871
ENSG00000080561	ENSG00000109332
ENSG00000080561	ENSG00000131508
ENSG00000080986	ENSG00000080986
ENSG00000082512	ENSG00000082512
ENSG00000082512	ENSG00000131323
ENSG00000083838	ENSG00000186812
ENSG00000084652	ENSG00000106089
ENSG00000084734	ENSG00000106633
ENSG00000086548	ENSG00000086548
ENSG00000086666	ENSG00000127191
ENSG00000087077	ENSG00000111859
ENSG00000087077	ENSG00000162409
ENSG00000087086	ENSG00000087086
