ENSG00000002834	ENSG00000071539
ENSG00000002834	ENSG00000112559
ENSG00000002834	ENSG00000183283
ENSG00000006015	ENSG00000112559
ENSG00000011007	ENSG00000265817
ENSG00000030110	ENSG00000171552
ENSG00000031691	ENSG00000132016
ENSG00000050748	ENSG00000141480
ENSG00000051128	ENSG00000108798
ENSG00000058673	ENSG00000076242
ENSG00000062194	ENSG00000187778
ENSG00000062725	ENSG00000090432
ENSG00000062725	ENSG00000163430
ENSG00000062725	ENSG00000164627
ENSG00000062725	ENSG00000188343
ENSG00000062725	ENSG00000197901
ENSG00000062725	ENSG00000266094
ENSG00000066056	ENSG00000112559
ENSG00000066382	ENSG00000071539
ENSG00000066629	ENSG00000143319
ENSG00000071539	ENSG00000093010
ENSG00000071539	ENSG00000111224
ENSG00000071539	ENSG00000113575
ENSG00000071539	ENSG00000116670
ENSG00000071539	ENSG00000124356
ENSG00000071539	ENSG00000124688
ENSG00000071539	ENSG00000127399
ENSG00000071539	ENSG00000131721
ENSG00000071539	ENSG00000138131
ENSG00000071539	ENSG00000152213
ENSG00000071539	ENSG00000156795
ENSG00000071539	ENSG00000163499
ENSG00000071539	ENSG00000168237
ENSG00000071539	ENSG00000185345
ENSG00000071539	ENSG00000196290
ENSG00000071539	ENSG00000213722
ENSG00000072958	ENSG00000182195
ENSG00000074319	ENSG00000160948
ENSG00000076242	ENSG00000257315
ENSG00000076685	ENSG00000129245
ENSG00000077348	ENSG00000171311
ENSG00000077454	ENSG00000112559
ENSG00000078399	ENSG00000087077
ENSG00000078902	ENSG00000183283
ENSG00000087076	ENSG00000129084
ENSG00000087076	ENSG00000156795
ENSG00000087077	ENSG00000160972
ENSG00000088002	ENSG00000155749
ENSG00000095059	ENSG00000196290
ENSG00000099949	ENSG00000137822
ENSG00000100302	ENSG00000105404
ENSG00000100311	ENSG00000112559
ENSG00000100764	ENSG00000175166
ENSG00000101751	ENSG00000113595
ENSG00000101751	ENSG00000183283
ENSG00000102048	ENSG00000166135
ENSG00000102048	ENSG00000166165
ENSG00000102401	ENSG00000179632
ENSG00000104064	ENSG00000172349
ENSG00000104064	ENSG00000176774
ENSG00000104611	ENSG00000136279
ENSG00000104611	ENSG00000141985
ENSG00000104765	ENSG00000176171
ENSG00000105404	ENSG00000105404
ENSG00000105404	ENSG00000129245
ENSG00000105404	ENSG00000134594
ENSG00000105404	ENSG00000156795
ENSG00000105404	ENSG00000167081
ENSG00000105404	ENSG00000175895
ENSG00000105404	ENSG00000177427
ENSG00000105404	ENSG00000196290
ENSG00000105404	ENSG00000275074
ENSG00000105549	ENSG00000112559
ENSG00000106305	ENSG00000132016
ENSG00000107262	ENSG00000113595
ENSG00000109065	ENSG00000275074
ENSG00000109220	ENSG00000137822
ENSG00000109220	ENSG00000175895
ENSG00000111218	ENSG00000111218
ENSG00000111218	ENSG00000135316
ENSG00000112559	ENSG00000128283
ENSG00000112559	ENSG00000129204
ENSG00000112559	ENSG00000130513
ENSG00000112559	ENSG00000131408
ENSG00000112559	ENSG00000132716
ENSG00000112559	ENSG00000135930
ENSG00000112559	ENSG00000143845
ENSG00000112559	ENSG00000155034
ENSG00000112559	ENSG00000161692
ENSG00000112559	ENSG00000161798
ENSG00000112559	ENSG00000162129
ENSG00000112559	ENSG00000163346
ENSG00000112559	ENSG00000164743
ENSG00000112559	ENSG00000167395
ENSG00000112559	ENSG00000167774
ENSG00000112559	ENSG00000168763
ENSG00000112559	ENSG00000170689
ENSG00000112559	ENSG00000173894
ENSG00000112559	ENSG00000175213
ENSG00000112559	ENSG00000181751
ENSG00000112559	ENSG00000182307
ENSG00000112559	ENSG00000182511
ENSG00000112559	ENSG00000183048
ENSG00000112559	ENSG00000196646
ENSG00000112559	ENSG00000203942
ENSG00000112559	ENSG00000204099
ENSG00000112559	ENSG00000240583
ENSG00000112559	ENSG00000267855
ENSG00000112559	ENSG00000277462
ENSG00000113595	ENSG00000129084
ENSG00000113595	ENSG00000129245
ENSG00000113595	ENSG00000135451
ENSG00000113595	ENSG00000165507
ENSG00000114107	ENSG00000131626
ENSG00000114107	ENSG00000143793
ENSG00000114107	ENSG00000175213
ENSG00000114107	ENSG00000196646
ENSG00000115145	ENSG00000124356
ENSG00000115661	ENSG00000143382
ENSG00000116903	ENSG00000151332
ENSG00000116903	ENSG00000167994
ENSG00000116903	ENSG00000183690
ENSG00000117461	ENSG00000151332
ENSG00000117625	ENSG00000131149
